address1,address2,applcbedt,applcendt,areano,buldmgtno1,buldmgtno2,buldnm,buldprpos,divgroundfloorcnt,divundgrndfloorcnt,elevatorno,elvtrasignno,elvtrdivnm,elvtrformnm,elvtrkindnm,elvtrmgtno1,elvtrmgtno2,elvtrmodel,elvtrresmptde,elvtrstts,frstinstallationde,inspctinstt,installationde,installationplace,lastinspctde,lastinspctkind,lastresultnm,liveload,manufacturername,manufacturertelno,mnfcturcpnycd,mntcpnycd,mntcpnynm,mntcpnytelno,partcpntnm,partcpnttelno,ratedspeed,shuttlefloorcnt,sigungucd,standardkey,zipcd1,zipcd2
서울특별시 은평구 응암로22길 22-1,(응암동),2019-06-14,2020-06-13,01,122,265,합도산업,제2종근린생활시설-기타,6,2,0038788,1,엘리베이터,권상식-VVVF,승객용,122,461,CV85A,--,운행중,1998-06-17,한국승강기안전공단 서울서부지사,1998-06-17,1-1,2019-07-08,정기,조건부합격,900 Kg,티센크루프엘리베이터코리아(주),02--2610-7777,919920034,919950932,티센크루프엘리베이터코리아(주),02--2610-7777,관리소장,02-303-6***,1 m/min,8,122,12,034,68
서울특별시 은평구 통일로 855-14,(갈현동),2019-11-04,2020-11-03,01,122,1325,샤인힐호텔,숙박시설-숙박시설,5,0,0083666,1,엘리베이터,권상식-VVVF,승객용,122,3345,확인불가,--,운행중,2010-11-04,(재)승강기안전기술연구원 서울지원,2010-11-04,1-1,2019-10-21,정기,조건부합격,450 Kg,(주)대현엘리베이터,032--567-6722,920010057,920080035,(주)정인승강기,032--502-6390,김용형,02-354-1***,.75 m/min,4,122,3,033,30
서울특별시 은평구 백련산로2길 19,(응암동，백련산 힐스테이트 1차),2019-10-22,2020-10-21,01,122,1370,백련산힐스테이트1차,공동주택-분양,15,2,0102548,8,엘리베이터,권상식-VVVF,소방구조/장애인용,122,3491,LXVF-7,--,운행중,2011-03-29,한국승강기안전공단 서울서부지사,2011-03-29,104-2,2019-11-20,정기,조건부합격,1000 Kg,현대엘리베이터(주),02--3670-0791,919920035,919930409,현대엘리베이터(주)서울사무소,02--3670-0987,관리과장 (허왕석),02-3151-0***,1.5 m/min,17,122,20,034,76
서울특별시 은평구 갈현로 301,(갈현동),2019-05-07,2020-05-06,01,122,847,갈현1동주민센터,제1종근린생활시설-기타,3,1,0005109,1,엘리베이터,권상식-VVVF,장애인용,122,1621,MC-2001,--,운행중,2005-03-07,한국승강기안전공단 서울서부지사,2005-03-07,1-1,2019-05-27,정기,조건후합격,900 Kg,코네엘리베이터코리아(주)-폐업,032--524-7430,919940822,920020011,(주)주원엘리베이터,032--504-5172,장지수,02-351-5***,1 m/min,4,122,20,033,18
서울특별시 은평구 은평로 170,(응암동),2019-11-13,2020-11-12,01,122,1796,상현빌딩,제1종근린생활시설-기타,9,3,0088395,2,엘리베이터,권상식-VVVF,장애인용,122,4172,GPR,--,운행중,2013-11-13,한국승강기안전공단 서울서부지사,2013-11-13,1-2,2019-11-28,정기,조건부합격,1150 Kg,오티스엘리베이터(유)창원공장,055--289-8235,919990124,919920075,오티스엘리베이터(유)서울,02--2007-5800,양병남,02-382-7***,1.5 m/min,12,122,3,034,62
서울특별시 은평구 연서로17길 13,(갈현동),2019-02-22,2020-02-21,01,122,129,백운빌딩,제2종근린생활시설-기타,6,1,0003458,1,엘리베이터,권상식-VVVF,승객용,122,3053,모델없음,--,운행중,1980-06-01,한국승강기안전공단 서울서부지사,2010-01-26,1-1,2019-04-12,정기,조건후합격,600 Kg,(주)승조엔지니어링,02--2698-6007,920050036,920050036,(주)승조엔지니어링,02--2698-6007,이관희,***,.75 m/min,6,122,3,033,36
서울특별시 은평구 은평로11길 11-2,(녹번동),2019-04-18,2020-04-17,01,122,35,경진빌딩,제2종근린생활시설-기타,1,1,0039143,2,엘리베이터,유압식-교류,자동차용,122,48,확인불가,--,운행중,1993-06-01,한국승강기안전공단 서울서부지사,1993-06-01,1-2,2019-03-14,정기,조건부합격,2000 Kg,한진엘리베이터(주),032--342-7781,919930250,920000051,(주)승강기나라,02--532-3232,승강기담당자,02-359-0***,.33 m/min,2,122,20,034,59
서울특별시 은평구 연서로20길 24-3,(대조동),2018-12-26,2019-12-25,01,122,389,대조동주민센터,업무시설-기타,4,0,0084652,1,엘리베이터,권상식-VVVF,장애인용,122,886,확인불가,--,운행중,2001-11-28,한국승강기안전공단 서울서부지사,2001-11-28,1-1,2019-03-04,정기,조건부합격,750 Kg,(주)중앙산기,02--598-0091~5,919930326,919930214,(주)뉴텍엘리베이터,02--2606-2462,김용부,(02)351-5***,1 m/min,4,122,20,033,89
서울특별시 은평구 연서로43길 21,(불광동),2019-04-04,2020-04-03,01,122,99,쉐라톤아파트,공동주택-분양,7,1,0003232,1,엘리베이터,권상식-VVVF,승객용,122,337,LGP,--,운행중,1997-02-22,한국승강기안전공단 서울서부지사,1997-02-22,1-1,2019-04-23,정기,합격,550 Kg,엘지산전(주) 창원공장,055--269-4114,919920032,920080035,(주)정인승강기,032--502-6390,강삼차(승강기담당자),010-8163-1***,1 m/min,8,122,4,033,38
서울특별시 은평구 진흥로 143,(대조동),2019-07-11,2020-07-10,01,122,580,연세빌딩,제2종근린생활시설-기타,7,1,0051100,1,엘리베이터,권상식-VVVF,장애인용,122,1189,DY30A,--,운행중,2003-07-11,한국승강기안전공단 서울서부지사,2003-07-11,1-1,2019-08-22,정밀,조건후합격,750 Kg,티센크루프엘리베이터코리아(주),02--2610-7777,919920034,919950932,티센크루프엘리베이터코리아(주),02--2610-7777,손광수,010-8739-4***,1 m/min,7,122,12,033,95
서울특별시 은평구 연서로29길 8-15,(갈현동),2019-10-25,2020-10-24,01,122,101,충남빌딩,제2종근린생활시설-기타,6,1,0083270,1,엘리베이터,권상식-VVVF,승객용,122,1289,Di1,--,운행중,1993-06-01,한국승강기안전공단 서울서부지사,2003-11-05,1-1,2019-11-01,정기,조건부합격,550 Kg,오티스엘리베이터(유)창원공장,055--289-8235,919990124,919930214,(주)뉴텍엘리베이터,02--2606-2462,나영주,010-3456-8***,1 m/min,7,122,1,033,30
서울특별시 은평구 통일로 796,(불광동，북한산 힐스테이트 7차),2019-07-16,2020-07-15,01,122,1301,북한산힐스테이트7차(분양),공동주택-분양,1,3,0042221,37,엘리베이터,권상식-VVVF,장애인용,122,3438,SSVF7,--,운행중,2011-05-27,한국승강기안전공단 서울서부지사,2011-05-27,1-37,2019-08-20,정기,조건부합격,1000 Kg,현대엘리베이터(주),02--3670-0791,919920035,919930409,현대엘리베이터(주)서울사무소,02--3670-0987,신도권기전실장,02-389-6***,1 m/min,4,122,3,033,57
서울특별시 은평구 불광로20길 9,(불광동),2019-11-15,2020-05-14,01,122,95,불광동현대아파트,공동주택-분양,8,0,0103437,1,엘리베이터,권상식-VVVF,승객용,122,220,확인불가,--,운행중,1992-06-01,한국승강기안전공단 서울서부지사,1992-06-01,1-1,2019-11-13,정기,조건부합격,550 Kg,현대엘리베이터(주),02--3670-0791,919920035,919920079,남강엘리베이터(주),02--543-3977,승강기 담당자,02-388-4***,1 m/min,8,122,8,033,59
서울특별시 은평구 역말로4길 15,(역촌동),2015-12-05,2016-12-04,01,122,911,역촌동자유의집,노유자시설-기타,3,0,0084806,1,엘리베이터,권상식-VVVF,장애인용,122,1800,DY30A,--,휴지,2005-12-27,한국승강기안전관리원 서울북부지원,2005-12-27,1-1,2015-12-11,정기,조건부합격,900 Kg,티센크루프엘리베이터코리아(주),02--2610-7777,919920034,919981684,성도엘리베이터(주),02--324-3567,승강기담당자,010-8815-1***,1 m/min,5,122,12,034,17
서울특별시 은평구 불광로 122-10,(불광동),2019-07-26,2020-07-25,01,122,1187,북한산힐스테이트3차,공동주택-분양,11,3,0050041,11,엘리베이터,권상식-VVVF,장애인용,122,2881,LXVF-7,--,운행중,2009-12-02,한국승강기안전공단 서울서부지사,2009-12-02,3201-1,2019-10-24,정기,조건후합격,1000 Kg,현대엘리베이터(주),02--3670-0791,919920035,919930409,현대엘리베이터(주)서울사무소,02--3670-0987,승강기담당자,(02)353-3***,1.5 m/min,14,122,10,033,62
서울특별시 은평구 연서로 165,(갈현동),2019-07-20,2020-07-19,01,122,1431,동원F&B,공동주택-분양,4,0,0050861,1,엘리베이터,권상식-VVVF,승객용,122,3661,Si1,--,운행중,2011-07-20,한국승강기안전공단 서울서부지사,2011-07-20,1-1,2019-08-08,정기,조건부합격,750 Kg,오티스엘리베이터(유)서울,02--2007-5800,919920075,919920075,오티스엘리베이터(유)서울,02--2007-5800,지덕영,02-358-8***,1 m/min,4,122,3,033,36
서울특별시 은평구 은평로9길 8-1,(응암동),2018-12-21,2019-12-20,01,122,482,건우오피스텔,업무시설-기타,8,1,0082206,1,엘리베이터,권상식-VVVF,승객용,122,1069,Di1,--,운행중,2002-11-19,한국승강기안전공단 서울서부지사,2002-11-19,1-1,2019-01-14,정기,조건부합격,550 Kg,오티스엘리베이터(유)창원공장,055--289-8235,919990124,919920075,오티스엘리베이터(유)서울,02--2007-5800,강준기,010-5305-3***,1 m/min,9,122,1,034,61
서울특별시 은평구 가좌로7길 11,(응암동),2019-01-02,2020-01-01,01,122,276,동양빌딩,제2종근린생활시설-기타,7,2,0084764,1,엘리베이터,권상식-VVVF,승객용,122,483,Di1,--,운행중,1998-12-08,한국승강기안전공단 서울서부지사,1998-12-08,1- 1,2018-12-12,정기,조건부합격,1000 Kg,엘지산전(주) 창원공장,055--269-4114,919920032,919920075,오티스엘리베이터(유)서울,02--2007-5800,이승혜,010-4919-5***,1 m/min,7,122,1,034,81
서울특별시 은평구 응암로20길 23,(응암동),2018-12-29,2019-12-28,01,122,988,한성교회,종교시설-종교시설,5,0,0084095,1,엘리베이터,권상식-VVVF,장애인용,122,1917,GR1,--,운행중,2006-12-29,한국승강기안전공단 서울서부지사,2006-12-29,1-1,2018-12-12,정기,조건부합격,1000 Kg,오티스엘리베이터(유)창원공장,055--289-8235,919990124,919920075,오티스엘리베이터(유)서울,02--2007-5800,박경우,(02)376-9***,1 m/min,5,122,3,034,68
서울특별시 은평구 연서로34길 42,"(불광동, 북한산동호스카이)",2019-02-23,2020-01-28,01,122,1699,동호스카이아파트,공동주택-분양,7,1,0081172,2,엘리베이터,권상식-VVVF,장애인용,122,4007,TK-50G,--,운행중,2013-01-29,한국승강기안전공단 서울서부지사,2013-01-29,1-2,2019-03-27,정기,합격,1150 Kg,티센크루프엘리베이터코리아(주),02--2610-7777,919920034,920050056,대한승강에이전트(주),02--2603-3957,승강기담당자,02-353-3***,1.5 m/min,8,122,3,033,48
서울특별시 은평구 연서로3길 35,(역촌동),2019-10-25,2020-10-24,01,122,2600,엘림아너스빌,공동주택-분양,6,0,0118880,1,엘리베이터,권상식-VVVF,승객용,122,5236,GM3(10),--,운행중,2016-10-14,(재)승강기안전기술연구원 서울지원,2016-10-14,1-1,2019-10-25,정기,합격,600 Kg,(주)금영제너럴,02--2056-1117,920070033,920070033,(주)금영제너럴,02--2056-1117,변지윤,***,1 m/min,6,122,3,034,20
서울특별시 은평구 불광로2길 16,(불광동),2019-10-02,2020-10-01,01,122,625,북한산현대홈타운,공동주택-분양,14,3,0083118,18,엘리베이터,권상식-VVVF,장애인용,122,1310,SSVF,--,운행중,2003-11-21,한국승강기안전공단 서울서부지사,2003-11-21,110-1,2019-09-24,정밀,합격,1000 Kg,현대엘리베이터(주),02--3670-0791,919920035,919930409,현대엘리베이터(주)서울사무소,02--3670-0987,(이승환)관리과장,(02)388-7***,1.5 m/min,17,122,10,033,65
서울특별시 은평구 불광로 98-8,"(불광동, 대호아파트)",2019-08-29,2020-08-28,01,122,309,불광동대호아파트(1차),공동주택-분양,1,3,0042435,5,엘리베이터,권상식-VVVF,승객용,122,511,STVF,--,운행중,1999-08-06,한국승강기안전공단 서울서부지사,1999-08-06,주차장,2019-09-19,정기,합격,1000 Kg,현대엘리베이터(주),02--3670-0791,919920035,920000030,조은엘리베이터(주),02--333-4426,김순길,(02)353-7***,1 m/min,4,122,10,033,64
서울특별시 은평구 은평터널로 138,(신사동),2019-03-02,2020-03-01,01,122,173,영성빌딩,제2종근린생활시설-기타,5,1,0040402,1,엘리베이터,권상식-교류,승객용,122,81,VVAC,--,운행중,1994-12-08,한국승강기안전공단 서울서부지사,1994-12-08,1-1,2019-03-26,정기,조건부합격,550 Kg,한림엘리베이터(주),02--323-6431~3,919930248,919930214,(주)뉴텍엘리베이터,02--2606-2462,승강기담당,(02)374-0***,1 m/min,5,122,8,034,44
서울특별시 은평구 불광로2길 41,(불광동),2019-07-23,2020-07-22,01,122,1249,북한산래미안205동,공동주택-분양,10,4,0042227,1,엘리베이터,권상식-VVVF,장애인용,122,3181,TK-50G,--,운행중,2010-04-08,한국승강기안전공단 서울서부지사,2010-04-08,205-1,2019-09-03,정기,조건후합격,1000 Kg,티센크루프엘리베이터코리아(주),02--2610-7777,919920034,919950932,티센크루프엘리베이터코리아(주),02--2610-7777,관리소장,(02)387-3***,1.5 m/min,14,122,12,033,66
서울특별시 은평구 가좌로 305,(신사동),2019-05-02,2020-05-01,01,122,932,서북교회,종교시설-종교시설,6,1,0005432,1,엘리베이터,권상식-VVVF,장애인용,122,1834,GL1,--,운행중,2006-03-27,한국승강기안전공단 서울서부지사,2006-03-27,1-1,2019-05-22,정기,조건후합격,1000 Kg,오티스엘리베이터(유)창원공장,055--289-8235,919990124,919920075,오티스엘리베이터(유)서울,02--2007-5800,승강기담당자,02-373-5***,1 m/min,7,122,3,034,41
서울특별시 은평구 통일로72길 31,(불광동),2018-12-13,2019-12-12,01,122,833,펜트하우스,공동주택-분양,5,1,0084026,1,엘리베이터,권상식-VVVF,승객용,122,1606,Si1,--,운행중,2004-12-13,한국승강기안전공단 서울서부지사,2004-12-13,1-1,2019-03-05,정기,합격,600 Kg,오티스엘리베이터(유)창원공장,055--289-8235,919990124,919920075,오티스엘리베이터(유)서울,02--2007-5800,입주자대표,02-359-5***,1 m/min,6,122,5,033,51
서울특별시 은평구 불광로6길 20,(불광동),2019-10-23,2020-10-22,01,122,293,남해그린힐아파트,공동주택-분양,10,0,0070702,2,엘리베이터,권상식-VVVF,승객용,122,525,STVF,--,운행중,1999-09-21,한국승강기안전공단 서울서부지사,1999-09-21,1-2,2019-10-24,정기,합격,900 Kg,현대엘리베이터(주),02--3670-0791,919920035,920000030,조은엘리베이터(주),02--333-4426,장기풍(관리소장),02-358-4***,1 m/min,10,122,10,033,64
서울특별시 은평구 통일로 849,(갈현동),2019-05-25,2020-05-24,01,122,328,서울교통공사6호선연신내역,운수시설-지하철역사,1,3,1800595,1,에스컬레이터,스텝식-,에스컬레이터,122,631,M-BB,--,운행중,2000-10-31,한국승강기안전공단 서울서부지사,2000-10-31,E/S-4,2019-07-31,정밀,조건후합격,,현대엘리베이터(주),02--3670-0791,919920035,919920078,(주)태성에스컬레이터,02--582-9060,박건우,02-6110-4***,.42 m/min,10.6,122,99,033,30
서울특별시 은평구 진관1로 21-9,(진관동),2018-12-17,2019-12-16,01,122,1185,은평뉴타운박석고개12단지1관리소,공동주택-분양,15,2,0103523,23,엘리베이터,권상식-VVVF,장애인용,122,2338,SSVF5,--,운행중,2008-03-11,한국승강기안전공단 서울서부지사,2008-03-11,111-1,2019-04-19,정기,조건후합격,1000 Kg,현대엘리베이터(주),02--3670-0791,919920035,919930409,현대엘리베이터(주)서울사무소,02--3670-0987,관리소장,02-357-5***,1.5 m/min,17,122,10,033,11
서울특별시 은평구 서오릉로23길 9-8,"(구산동, 동익파크아파트)",2018-12-12,2019-12-11,01,122,1122,동익파크2차아파트,공동주택-분양,13,1,0084943,3,엘리베이터,권상식-VVVF,승객용,122,149,GM1,--,운행중,1991-09-01,한국승강기안전공단 서울서부지사,2012-12-07,2-3,2019-01-15,정기,조건부합격,550 Kg,오티스엘리베이터(유)서울,02--2007-5800,919920075,919920075,오티스엘리베이터(유)서울,02--2007-5800,관리소장,02-385-5***,1 m/min,11,122,1,034,25
서울특별시 은평구 은평로 82,(응암동),2019-09-14,2020-09-13,01,122,27,해태드림타운아파트,공동주택-분양,15,4,0051518,1,엘리베이터,권상식-VVVF,승객용,122,341,TK50K,--,운행중,1996-12-11,한국승강기안전공단 서울서부지사,1996-12-11,1-1,2019-09-17,정기,합격,750 Kg,티센크루프엘리베이터코리아(주),02--2610-7777,919920034,919950932,티센크루프엘리베이터코리아(주),02--2610-7777,관리소장,02-359-1***,1.5 m/min,18,122,11,034,53
서울특별시 은평구 증산로 400,(신사동),2018-12-24,2019-12-23,01,122,464,서울교통공사6호선새절역,운수시설-지하철역사,1,2,0042689,5,엘리베이터,권상식-VVVF,장애인용,122,1579,DSEM,--,운행중,2004-12-17,한국승강기안전공단 서울서부지사,2004-12-17,내부-1,2019-03-15,정기,조건후합격,1000 Kg,동산엘리베이터(주),031--499-8090,920000102,920070028,(주)신일승강기,031--366-1537,박건우,02-6110-4***,.75 m/min,2,122,3,034,42
서울특별시 은평구 진관3로 67,(진관동),2019-05-17,2020-05-16,01,122,1193,구파발9단지(제1관리소),공동주택-분양,15,1,0014933,3,엘리베이터,권상식-VVVF,장애인용,122,3002,TK50M,--,운행중,2010-04-21,한국승강기안전공단 서울서부지사,2010-04-21,902-1,2019-08-14,정기,조건후합격,1000 Kg,티센크루프엘리베이터코리아(주),02--2610-7777,919920034,919950932,티센크루프엘리베이터코리아(주),02--2610-7777,(서형군)승강기담당자,02)353-4***,1.5 m/min,16,122,3,033,01
서울특별시 은평구 진흥로 191,(대조동),2018-04-27,2020-04-26,01,122,401,서울병원,의료시설-기타,7,3,0006462,2,엘리베이터,유압식-교류,자동차용,122,925,확인불가,--,운행중,2002-04-16,한국승강기안전공단 서울서부지사,2002-04-16,1-2,2018-04-27,정밀,합격,2000 Kg,오티스엘리베이터(유)창원공장,055--289-8235,919990124,919920075,오티스엘리베이터(유)서울,02--2007-5800,이강식,(02)357-0***,.5 m/min,3,122,20,033,97
서울특별시 은평구 갈현로29길 27,(갈현동),2018-12-02,2020-12-01,01,122,1944,선일여자고등학교,교육연구시설-고등학교,2,0,0084648,1,엘리베이터,유압식-교류,화물용,122,3774,확인불가,--,운행중,2011-12-02,한국승강기안전공단 서울서부지사,2011-12-02,정보관,2018-11-22,정기,조건부합격,1000 Kg,(주)반도엘리베이터,02--2687-2165,919961054,919961054,(주)반도엘리베이터,02--2687-2165,고영림,02-355-9***,.53 m/min,2,122,3,033,22
서울특별시 은평구 진흥로1길 28,(역촌동),2019-09-29,2020-09-28,01,122,1165,아그네스 풍림아이원,공동주택-분양,2,3,0069410,3,엘리베이터,권상식-VVVF,장애/승객화물용,122,2675,SYNERGY,--,운행중,2009-07-27,한국승강기안전공단 서울서부지사,2009-07-27,1-3,2019-10-08,정기,조건부합격,1150 Kg,티센크루프엘리베이터코리아(주),02--2610-7777,919920034,919950932,티센크루프엘리베이터코리아(주),02--2610-7777,신중철(승강기담당자),(02)359-6***,1 m/min,5,122,3,034,05
서울특별시 은평구 통일로 830,(불광동),2019-05-04,2020-05-03,01,122,918,파레제페빌딩,제1종근린생활시설-기타,10,2,0015475,1,엘리베이터,권상식-VVVF,장애/전망용,122,1813,DY20B,--,운행중,2006-05-04,한국승강기안전공단 서울서부지사,2006-05-04,1-1,2019-06-12,정기,조건후합격,1150 Kg,티센크루프엘리베이터코리아(주),02--2610-7777,919920034,920160023,한국엘리베이터보수관리(주),032--546-4222,이일준(승강기담당자),02-2642-2***,1.5 m/min,11,122,12,033,50
서울특별시 은평구 통일로 626,(녹번동),2018-12-19,2019-12-18,01,122,50,유림빌딩,제2종근린생활시설-기타,8,1,0050138,1,엘리베이터,권상식-VVVF,장애인용,122,259,GM1,--,운행중,1995-06-03,한국승강기안전공단 서울서부지사,2017-09-29,1-1,2018-12-19,정기,조건부합격,900 Kg,오티스엘리베이터(유)서울,02--2007-5800,919920075,919920075,오티스엘리베이터(유)서울,02--2007-5800,박갑섭,02-384-8***,1 m/min,9,122,3,033,72
